0.0,1596.7
1.0,1617.6
2.0,1613.6
3.0,1610.6
4.0,1606.0
5.0,1606.0
6.0,1595.5
7.0,1564.1
8.0,1540.9
9.0,1566.8
10.0,1566.8
11.0,1600.5
12.0,1612.7
13.0,1620.1
14.0,1616.8
15.0,1608.1
16.0,1631.5
17.0,1639.6
18.0,1647.7
19.0,1630.8
20.0,1630.8
21.0,1655.6
22.0,1659.9
23.0,1654.5
24.0,1664.0
25.0,1678.3
26.0,1664.5
27.0,1700.1
28.0,1729.9
29.0,1735.4
30.0,1734.4
31.0,1740.4
32.0,1749.5
33.0,1759.3
34.0,1740.3
35.0,1724.9
36.0,1748.4
37.0,1731.3
38.0,1741.2
39.0,1725.3
40.0,1724.9
41.0,1717.7
42.0,1728.1
43.0,1728.4
44.0,1725.9
45.0,1725.9
46.0,1758.5
47.0,1771.3
48.0,1786.3
49.0,1776.4
50.0,1774.9
51.0,1788.4
52.0,1711.3
53.0,1722.2
54.0,1709.8
55.0,1703.9
56.0,1672.1
57.0,1683.9
58.0,1698.7
59.0,1711.5
60.0,1699.8
61.0,1694.2
62.0,1642.9
63.0,1659.5
64.0,1655.8
65.0,1667.3
66.0,1647.0
67.0,1650.3
68.0,1642.5
69.0,1662.4
70.0,1688.2
71.0,1687.7
72.0,1660.5
73.0,1654.9
74.0,1671.9
75.0,1679.7
76.0,1672.0
77.0,1614.1
78.0,1630.1
79.0,1630.1
80.0,1643.9
81.0,1660.7
82.0,1660.3
83.0,1680.6
84.0,1660.2
85.0,1649.7
86.0,1651.1
87.0,1639.6
88.0,1641.4
89.0,1642.8
90.0,1632.6
91.0,1643.8
92.0,1642.3
93.0,1660.5
94.0,1664.8
95.0,1664.2
96.0,1662.4
97.0,1654.0
98.0,1634.8
99.0,1645.2
100.0,1639.1
101.0,1604.5
102.0,1594.2
103.0,1595.5
104.0,1584.0
105.0,1561.0
106.0,1557.1
107.0,1536.6
108.0,1574.9
109.0,1591.9
110.0,1588.7
111.0,1576.6
112.0,1548.4
113.0,1557.5
114.0,1571.2
115.0,1571.2
116.0,1551.0
117.0,1565.7
118.0,1564.2
119.0,1622.1
120.0,1613.9
121.0,1616.9
122.0,1634.2
123.0,1588.0
124.0,1591.4
125.0,1596.8
126.0,1613.8
127.0,1619.4
128.0,1619.6
129.0,1628.1
130.0,1627.0
131.0,1623.2
132.0,1615.8
133.0,1565.5
134.0,1566.9
135.0,1588.4
136.0,1574.9
137.0,1578.4
138.0,1550.4
139.0,1604.2
140.0,1597.7
141.0,1621.8
142.0,1621.8
143.0,1609.4
144.0,1578.9
145.0,1589.1
146.0,1579.8
147.0,1575.7
148.0,1565.3
149.0,1592.0
150.0,1591.6
151.0,1589.5
152.0,1570.8
153.0,1580.4
154.0,1582.8
155.0,1577.4
156.0,1576.2
157.0,1612.7
158.0,1619.8
159.0,1622.7
160.0,1624.0
161.0,1614.6
162.0,1607.3
163.0,1590.7
164.0,1609.3
165.0,1616.2
166.0,1612.8
167.0,1616.0
168.0,1620.2
169.0,1622.8
170.0,1612.6
171.0,1602.4
172.0,1606.6
173.0,1619.2
174.0,1619.4
175.0,1623.0
176.0,1642.9
177.0,1640.5
178.0,1672.8
179.0,1672.9
180.0,1675.6
181.0,1669.7
182.0,1663.0
183.0,1657.1
184.0,1687.6
185.0,1687.6
186.0,1696.0
187.0,1694.0
188.0,1705.6
189.0,1740.5
190.0,1731.8
191.0,1734.9
192.0,1733.7
193.0,1772.1
194.0,1772.7
195.0,1770.6
196.0,1771.2
197.0,1771.7
198.0,1770.2
199.0,1778.0
200.0,1764.6
201.0,1766.4
202.0,1753.6
203.0,1780.5
204.0,1773.9
205.0,1783.3
206.0,1775.6
207.0,1779.8
208.0,1796.5
209.0,1780.8
210.0,1775.7
211.0,1765.0
212.0,1765.1
213.0,1770.6
214.0,1759.7
215.0,1737.6
216.0,1746.3
217.0,1753.0
218.0,1744.7
219.0,1724.0
220.0,1726.3
221.0,1709.4
222.0,1701.6
223.0,1713.0
224.0,1708.7
225.0,1708.7
226.0,1712.1
227.0,1719.1
228.0,1715.5
229.0,1675.2
230.0,1683.2
231.0,1715.0
232.0,1714.0
233.0,1726.0
234.0,1730.9
235.0,1730.9
236.0,1724.8
237.0,1730.1
238.0,1713.8
239.0,1714.7
240.0,1734.4
241.0,1723.6
242.0,1728.2
243.0,1728.2
244.0,1751.4
245.0,1749.6
246.0,1742.3
247.0,1718.8
248.0,1729.5
249.0,1712.7
250.0,1721.1
251.0,1695.8
252.0,1693.8
253.0,1701.8
254.0,1705.5
255.0,1714.4
256.0,1709.6
257.0,1717.9
258.0,1696.8
259.0,1697.0
260.0,1698.2
261.0,1670.7
262.0,1667.7
263.0,1645.9
264.0,1660.1
265.0,1659.5
266.0,1659.5
267.0,1660.7
268.0,1663.7
269.0,1655.9
270.0,1675.8
271.0,1675.8
272.0,1688.8
273.0,1674.6
274.0,1648.9
275.0,1646.3
276.0,1662.2
277.0,1655.5
278.0,1678.0
279.0,1660.6
280.0,1669.4
281.0,1683.9
282.0,1683.2
283.0,1690.8
284.0,1687.0
285.0,1687.0
286.0,1693.2
287.0,1686.7
288.0,1669.9
289.0,1656.6
290.0,1655.0
291.0,1662.7
292.0,1681.6
293.0,1662.0
294.0,1670.6
295.0,1676.4
296.0,1673.5
297.0,1678.8
298.0,1671.3
299.0,1666.9
300.0,1649.1
301.0,1649.6
302.0,1645.1
303.0,1635.5
304.0,1609.5
305.0,1609.5
306.0,1604.2
307.0,1578.0
308.0,1578.6
309.0,1572.8
310.0,1586.6
311.0,1615.5
312.0,1595.7
313.0,1578.1
314.0,1572.3
315.0,1572.4
316.0,1574.9
317.0,1574.9
318.0,1575.1
319.0,1576.9
320.0,1578.0
321.0,1591.7
322.0,1588.4
323.0,1590.7
324.0,1592.6
325.0,1604.6
326.0,1611.3
327.0,1607.5
328.0,1613.8
329.0,1606.1
330.0,1606.5
331.0,1597.3
332.0,1607.2
333.0,1595.7
334.0,1595.7
335.0,1600.9
336.0,1575.9
337.0,1553.5
338.0,1552.4
339.0,1575.9
340.0,1572.5
341.0,1586.7
342.0,1558.8
343.0,1564.9
344.0,1501.4
345.0,1361.1
346.0,1387.4
347.0,1382.7
348.0,1392.5
349.0,1395.6
350.0,1421.2
351.0,1408.8
352.0,1423.7
353.0,1462.0
354.0,1453.6
355.0,1467.4
356.0,1472.1
357.0,1446.2
358.0,1467.6
359.0,1464.2
360.0,1468.0
361.0,1448.8
362.0,1473.7
363.0,1468.6
364.0,1436.6
365.0,1434.3
366.0,1424.5
