22.843,20.68,20.18,20.18,19.81,3.5452,1.7174,1.3164,50,20.3
24.14,20.68,20.18,20.18,19.81,3.939,2.7151,2.1508,50,20.3
25.421,20.68,20.18,20.18,19.81,4.4971,3.8529,3.2423,50,20.3
29.217,20.68,20.18,20.18,19.81,5.5917,5.5325,4.925,50,20.3
30.53,20.68,20.18,20.18,19.81,6.8334,6.4572,6.1613,50,20.3
43.169,20.68,20.18,20.18,19.81,8.2424,7.8667,7.8604,50,20.3
44.435,20.68,20.18,20.18,19.81,9.4868,9.123,9.3453,50,20.3
45.716,20.68,20.18,20.18,19.81,10.616,10.216,10.606,50,20.3
46.997,20.68,20.18,20.18,19.81,11.213,10.725,11.278,50,20.3
48.278,20.68,20.18,20.18,19.81,11.627,11.156,11.731,50,20.3
49.575,20.68,20.18,20.18,19.81,11.675,11.117,11.674,50,20.3
50.872,20.68,20.18,20.18,19.81,11.731,11.054,11.698,50,20.3
52.169,20.68,20.18,20.18,19.81,11.718,11.064,11.669,50,20.3
53.512,20.68,20.18,20.18,19.81,11.735,11.047,11.669,50,20.3
54.809,20.68,20.18,20.18,19.81,11.757,11.054,11.711,50,20.3
56.106,20.68,20.18,20.18,19.81,11.689,11.082,11.76,50,20.3
57.387,20.68,20.18,20.18,19.81,11.689,11.142,11.738,50,20.3
58.653,20.68,20.18,20.18,20.25,11.705,11.128,11.784,50,20.3
59.934,20.68,20.18,20.18,20.25,11.709,11.187,11.737,50,20.3
61.238,20.68,20.18,20.18,20.25,11.707,11.168,11.7,50,20.3
62.519,20.68,20.18,20.18,20.25,11.718,11.082,11.698,50,20.3
63.785,20.68,20.18,20.18,20.25,11.729,11.086,11.669,50,20.3
65.066,20.68,20.18,20.18,20.25,11.753,11.058,11.647,50,20.3
66.347,20.68,20.18,20.18,20.25,11.68,11.047,11.7,50,20.3
67.644,20.68,20.18,20.18,20.25,11.649,11.054,11.676,50,20.3
68.925,20.68,20.18,20.18,20.25,11.669,11.101,11.647,50,20.3
70.222,20.68,20.18,20.18,20.25,11.658,11.022,11.647,50,20.3
71.495,20.68,20.18,20.18,20.75,11.612,11.012,11.607,50,20.3
72.776,20.68,20.18,20.18,20.75,11.663,10.961,11.629,50,20.3
74.072,20.68,20.18,20.18,20.75,11.685,10.97,11.631,50,20.3
75.369,20.68,20.18,20.18,20.75,11.656,10.939,11.644,50,20.3
76.729,20.68,20.18,20.18,20.75,11.665,11.002,11.682,50,20.3
78.072,20.68,20.18,20.18,20.75,11.681,11.049,11.716,50,20.3
79.385,20.68,20.18,20.18,20.75,11.698,11.047,11.692,50,20.3
80.713,20.68,20.18,20.18,20.75,11.703,11.063,11.734,50,20.3
82.103,20.68,20.18,20.18,20.75,11.685,11.072,11.711,50,20.3
83.4,20.68,20.18,20.18,21.25,11.625,11.113,11.709,50,20.3
84.697,20.68,20.18,20.18,21.25,11.629,11.057,11.658,50,20.3
85.994,20.68,20.18,20.18,21.25,11.556,11.137,11.649,50,20.3
87.29,20.68,20.18,20.18,21.25,11.554,11.081,11.603,50,20.3
88.587,20.68,20.18,20.18,21.25,11.556,11.093,11.641,50,20.3
89.853,20.68,20.18,20.18,21.25,11.612,11.061,11.609,50,20.43
91.149,20.68,20.18,20.18,21.25,11.614,11.138,11.667,50.354,20.583
92.446,20.68,20.18,20.18,21.25,11.645,11.147,11.634,50.706,20.716
93.743,20.68,20.18,20.18,21.75,11.674,11.142,11.647,51.058,20.854
95.055,20.68,20.18,20.18,21.75,11.734,11.133,11.625,51.408,20.99
96.337,20.68,20.18,20.18,21.75,11.731,11.133,11.663,51.757,21.129
97.618,20.68,20.18,20.18,21.75,11.725,11.176,11.702,52.105,21.274
98.915,20.68,20.18,20.18,21.75,11.816,11.146,11.82,52.446,21.433
100.21,20.68,20.18,20.18,21.75,11.845,11.215,11.885,52.783,21.592
101.51,20.68,20.18,20.18,21.75,11.877,11.35,11.94,53.112,21.76
102.79,20.68,20.18,20.18,21.75,11.976,11.384,12.054,53.433,21.931
104.12,20.68,20.18,20.18,22.25,12.109,11.462,12.069,53.747,22.099
105.44,20.68,20.18,20.18,22.25,12.113,11.601,12.138,54.053,22.268
106.74,20.68,20.18,20.18,22.25,12.242,11.666,12.208,54.351,22.443
108.04,20.68,20.18,20.25,22.25,12.349,11.792,12.34,54.637,22.599
109.32,20.68,20.18,20.25,22.25,12.473,11.883,12.529,54.91,22.796
110.62,20.68,20.18,20.18,22.25,12.579,11.93,12.751,55.171,23.025
111.93,20.68,20.18,20.25,22.25,12.724,12.082,12.862,55.418,23.188
113.23,20.68,20.18,20.25,22.25,12.844,12.203,12.97,55.653,23.379
114.52,20.68,20.18,20.25,22.75,12.923,12.247,13.082,55.88,23.554
115.8,20.68,20.18,20.25,22.75,12.973,12.376,13.065,56.1,23.719
117.08,20.68,20.18,20.25,22.75,13.032,12.437,13.111,56.315,23.885
118.4,20.68,20.18,20.25,22.75,13.112,12.419,13.143,56.527,24.04
119.71,20.68,20.25,20.25,22.75,13.118,12.506,13.237,56.733,24.175
121.02,20.68,20.25,20.25,22.75,13.225,12.495,13.282,56.934,24.337
122.33,20.68,20.25,20.25,22.75,13.243,12.475,13.332,57.132,24.487
123.63,20.68,20.25,20.25,23.25,13.284,12.52,13.286,57.329,24.635
124.93,20.68,20.25,20.25,23.25,13.307,12.514,13.338,57.525,24.788
126.22,20.68,20.25,20.25,23.25,13.326,12.491,13.37,57.719,24.936
127.52,20.68,20.25,20.25,23.25,13.361,12.535,13.382,57.91,25.093
128.82,20.68,20.25,20.25,23.25,13.46,12.514,13.439,58.097,25.256
130.1,20.68,20.25,20.25,23.25,13.451,12.501,13.521,58.282,25.409
131.36,20.68,20.25,20.25,23.25,13.464,12.561,13.583,58.462,25.574
132.66,20.68,20.25,20.25,23.75,13.548,12.571,13.671,58.637,25.745
134,20.68,20.25,20.25,23.75,13.58,12.652,13.791,58.805,25.925
135.28,20.68,20.25,20.25,23.75,13.523,12.804,13.816,58.967,26.09
136.6,20.68,20.25,20.25,23.75,13.59,12.893,13.818,59.125,26.259
137.88,20.75,20.25,20.25,23.75,13.664,12.899,13.881,59.278,26.388
139.18,20.75,20.25,20.25,23.75,13.649,12.993,13.819,59.429,26.537
140.49,20.75,20.25,20.25,23.75,13.604,13.088,13.746,59.581,26.682
141.78,20.75,20.25,20.25,24.25,13.683,13.059,13.807,59.73,26.844
143.08,20.75,20.25,20.25,24.25,13.687,13.063,13.838,59.878,26.997
144.36,20.75,20.25,20.25,24.25,13.768,13.138,13.728,60.039,27.15
145.66,20.75,20.25,20.25,24.25,13.838,13.158,13.776,60.276,27.317
146.94,20.75,20.25,20.25,24.25,13.92,13.068,13.823,60.509,27.469
148.22,20.75,20.25,20.25,24.25,14.026,13.126,13.865,60.732,27.646
149.52,20.75,20.25,20.25,24.25,14.162,13.169,13.848,60.946,27.817
150.81,20.75,20.25,20.25,24.75,14.186,13.133,13.969,61.154,27.981
152.13,20.75,20.25,20.25,24.75,14.241,13.143,14.037,61.354,28.15
153.42,20.75,20.25,20.25,24.75,14.265,13.274,14.106,61.543,28.333
154.74,20.75,20.25,20.25,24.75,14.257,13.336,14.059,61.729,28.484
156.05,20.75,20.25,20.25,24.75,14.192,13.382,14.169,61.911,28.649
157.33,20.75,20.25,20.25,24.75,14.174,13.474,14.123,62.091,28.805
158.63,20.75,20.25,20.25,24.75,14.199,13.524,14.126,62.266,28.967
159.96,20.75,20.25,20.25,25.25,14.255,13.486,14.106,62.442,29.116
161.27,20.75,20.25,20.25,25.25,14.369,13.467,14.143,62.611,29.285
162.58,20.75,20.25,20.25,25.25,14.432,13.501,14.231,62.77,29.463
163.86,20.75,20.25,20.25,25.25,14.591,13.505,14.324,62.917,29.651
165.18,20.75,20.25,20.75,25.25,14.593,13.486,14.335,63.06,29.513
166.49,20.75,20.25,20.75,25.25,14.641,13.488,14.396,63.199,29.678
